ID EVENT uniek	E_aantal keer vermeld	Titel	DATUM KRANT	Onderwerp	Thema's_categorie	city	country	continent	spreker_samengevoegd	organisator1_gestandaardiseerd	Locatie	Locatie_gestandaardiseerd	STAD STANDAARD_GEGROEPEERD	period
EID7332	1.0	De Standaard	1924-10-23 00:00:00	"""voordracht met lichtbeelden"" ""over ""De Staatskolonie voor krankzinnigen te Gheel"""""	maatschappelijk		België	Europa	LamsensJ. 	Kath. Vl. Burgerbond			Rest	1922-1924
EID7369	1.0	De Standaard	1924-10-23 00:00:00	"""voordracht met lichtbeelden"" ""over ""Armenië"""""	travel		Armenië	Azië	Kerckhove Ladislas	Kath. Vl. Burgerbond			Rest	1922-1924
EID7441	1.0	De Standaard	1924-11-12 00:00:00	"""voordracht"" ""over ""Noord-Italië"" met lichtbeelden en uitvoering van liederen"""	travel		Italië	Europa	De Vis	Kath. Vl. Burgerbond			Rest	1922-1924
EID7536	1.0	De Standaard	1924-11-12 00:00:00	"""voordracht"" ""over ""Armenië en het Heilig Land"", met lichtbeelden"""	travel		Armenië, het Heilige Land	Azië	Kerckhove Ladislas	Kath. Vl. Burgerbond			Rest	1922-1924
EID7795	1.0	De Standaard	1924-08-31 00:00:00	"""'t Noorden van Italië, met lichtbeelden en uitvoering van Italiaansche volksliederen"""	travel		Italië	Europa	De Vis	Kath. Vl. Burgerbond			Rest	1922-1924
EID7797	1.0	De Standaard	1924-08-31 00:00:00	"""Het heilig Land, met lichtbeelden"""	travel		het Heilige Land	Afrika	Decoene Alb. 	Kath. Vl. Burgerbond			Rest	1922-1924
EID1930	2.0	Gazet Van Antwerpen	1914-01-18 00:00:00	de missie van Congo der EE.PP. Capucienen	maatschappelijk		Congo	Afrika	Fulgentius	Katholiek Vlaamsch Verbond	in de gewone zaal hunner feesten, het Jongenspatronaat		Rest	1914-1918
EID3791	1.0	De Standaard	1922-03-17 00:00:00	"""voordracht met lichtbeelden"" """"De Missiën van Molokai"""" ""Eerst kregen we de ligging en aardrijkskundige studie van de streken der missiën; daarna het grootsche zelfopofferende werk van onzen Vlaamschen missionaris Pater Damiaan en vervolgens het vreeselijke der ziekte van melaatschheid"""	geschiedenis		Hawaï	Amerika	Julianus	Katholiek Vlaamsch Verbond	t Zaaltje		Rest	1922-1924
EID4026	1.0	De Standaard	1922-05-04 00:00:00	"""na deze vergadering een feestzitting"" ""Lichtbeelden met voordracht"" ""over het werk van den Ghistelnaar Pater Seghers in Congo; Concert met toneelstuk en kluchtzangen"""	maatschappelijk		Congo	Afrika	Flameygh	Katholiek Vlaamsch Verbond	Gravenhof		Rest	1922-1924
EID4327	1.0	De Standaard	1922-11-16 00:00:00	"""missiewerk in Belgisch Congo"""	maatschappelijk		Congo	Afrika	PauwelsA.	Katholiek Vlaamsch Verbond			Rest	1922-1924
EID6326	1.0	De Standaard	1923-11-25 00:00:00	"""voordracht met lichtbeelden over ""Het Katholicisme in Ierland"""""	maatschappelijk		Ierland	Europa	OallewaertJ.K.	Katholiek Vlaamsch Verbond	Patronage		Rest	1922-1924
EID6804	3.0	Het Handelsblad	1924-02-25 00:00:00	China, Land en Volk	travel		China	Azië	SegersArthur	Katholiek Vlaamsch Verbond	St-Aloysius Patronaat	Sint-Aloysius Patronaat	Antwerpen	1922-1924
EID6917	1.0	De Standaard	1924-04-09 00:00:00	"""een puike voordracht met 100 lichtbeelden over Congo"""	travel		Congo	Afrika	SiebenArthur	Katholiek Vlaamsch Verbond	Zaaltje Katholiek Vlaams Verbond		Rest	1922-1924
EID7292	2.0	Het Handelsblad	1924-10-21 00:00:00	Hongarië, en het zoo nuttige werk der Hongaarse kinderen	maatschappelijk		Hongarije	Europa	PrimsFlorentinus Hubertus Ludovicus	Katholiek Vlaamsch Verbond	de zaal van St-Aloysius Patronaat	Sint-Aloysius Patronaat	Antwerpen	1922-1924
EID8029	1.0	De Standaard	1923-04-06 00:00:00	"""voordrachten met lichtbeelden"" ""Congo"" "	travel		Congo	Afrika		Katholiek Vlaamsch Verbond	"zaal van ""Ons Huis"""		Rest	1922-1924
EID8031	1.0	De Standaard	1923-04-06 00:00:00	"""voordrachten met lichtbeelden"" ""Noorwegen"""	travel		Noorwegen	Europa		Katholiek Vlaamsch Verbond	"zaal van ""Ons Huis"""		Rest	1922-1924
EID8032	1.0	De Standaard	1923-04-06 00:00:00	"""voordrachten met lichtbeelden"" ""Zwitserland en de legende van Willem Tell"""	travel		Zwitserland	Europa		Katholiek Vlaamsch Verbond	"zaal van ""Ons Huis"""		Rest	1922-1924
EID8033	1.0	De Standaard	1923-04-06 00:00:00	"""voordrachten met lichtbeelden"" ""China"""	travel		China	Azië		Katholiek Vlaamsch Verbond	"zaal van ""Ons Huis"""		Rest	1922-1924
EID8034	1.0	De Standaard	1923-04-06 00:00:00	"""voordrachten met lichtbeelden"" ""Venetië"""	travel		Venetië	Europa		Katholiek Vlaamsch Verbond	groote Gildezaal		Rest	1922-1924
EID2939	1.0	Het Vlaamsche Nieuws - Vlaamsche Gazet	1916-03-22 00:00:00	De Vereenigde Staten van Noord-Amerika	travel		Verenigde Staten	Amerika	BoenRobrecht	Katholiek Vlaamsche Kring	"groote zaal van het lokaal ""De Fortuin"""		Rest	1914-1918
EID6532	1.0	Het Handelsblad	1924-02-01 00:00:00	China	travel		China	Azië	SegersArthur	Katholieke Middenstanders in Diamant en Kunstnijverheden	lokaal der vereeniging (zetel Pelikaanstraat, 28?)	Katholieke Middenstanders in Diamant en Kunstnijverheden	Antwerpen	1922-1924
EID2059	1.0	De werking van de katholieke vlaamsche arrondissementsbonden der provincie Antwerpen	1914-01-01 00:00:00	Rome	travel	Rome	Italië	Europa	BelpaireJ. 	Katholieke Vlaamsche Arrondissementsbond			Rest	1914-1918
EID2622	1.0	De werking van de katholieke vlaamsche arrondissementsbonden der provincie Antwerpen	1914-01-01 00:00:00	Rome	travel	Rome	Italië	Europa	BelpaireJ. 	Katholieke Vlaamsche Arrondissementsbond			Rest	1914-1918
EID7802	1.0	De Standaard	1922-05-11 00:00:00	"""Na deze prachtig geslaagde vergadering gaf de plaatselijke afdeeling een puik feest aan zijn leden en aan deze vand en arrondissementsbond. Tooneel, zang en eene boeiende voordracht van Pater Flameigh, die ons met lichtbeelden mee leven deed de reizen en werken van den Ghitelschen Pater Seghers in Congo"""	travel		Congo	Afrika	Flameygh	Katholieke Vlaamsche Arrondissementsbond			Rest	1922-1924
EID5251	1.0	De Standaard	1923-03-23 00:00:00	"""over Rome"""	travel	Rome	Italië	Europa	EnglishMichiel	Katholieke Vlaamsche beweging	Studiekring van de katholieke Vlaamsche beweging Knokke		Rest	1922-1924
EID1213	1.0	Het Handelsblad	1904-02-07 00:00:00	aardrijkskunde en colonisatie van Congo	maatschappelijk		Congo	Afrika	JanssensEdw.	Katholieke Vlaamsche Hoogeschooluitbreiding	zaal Anthonis	zaal Anthonis	Antwerpen	1902-1904
EID1405	1.0	Het Nieuws van den Dag	1904-03-25 00:00:00	"""voordracht met lichtbeelden"" ""over de Hindoesche Kunst"""	kunst			Azië	CombazGisbert Corneel Henri Paul	Katholieke Vlaamsche Hoogeschooluitbreiding	Den Kring Patria	Salle Patria	Brussel	1902-1904
EID1429	1.0	Gazet van Antwerpen	1904-04-05 00:00:00	"""La Corée"" "	travel		Korea	Azië	de BrayA. -J. 	Katholieke Vlaamsche Hoogeschooluitbreiding	zaal van de Broeders der Christelijke Scholen	Broeders der Christelijke Scholen	Antwerpen	1902-1904
EID1899	1.0	Het katholieke volk	1914-01-11 00:00:00	Egyptische beschaving: De manier van begraven	geschiedenis		Egypte	Afrika	FierensJ. 	Katholieke Vlaamsche Hoogeschooluitbreiding	Patria	Patria	Brussel	1914-1918
EID1917	1.0	Het katholieke volk	1914-01-11 00:00:00	In de Arabische woestijn	travel			Afrika	Van TichelenHendrik	Katholieke Vlaamsche Hoogeschooluitbreiding	werkmanskring Ste Barbara	Werkmanskring Sainte-Barbara	Brussel	1914-1918
EID1935	2.0	Het Nieuws van den Dag	1914-01-20 00:00:00	Egyptische beschaving: Huiselijk en godsdienstig leven bij de Egyptenaren 	geschiedenis		Egypte	Afrika	FierensJ. 	Katholieke Vlaamsche Hoogeschooluitbreiding	Patria	Patria	Brussel	1914-1918
EID1969	1.0	Het katholieke volk	1914-01-24 00:00:00	Rome	travel	Rome	Italië	Europa	Bril	Katholieke Vlaamsche Hoogeschooluitbreiding	Davidsfonds	Davidsfonds	Brussel	1914-1918
EID1984	1.0	Het katholieke volk	1914-01-24 00:00:00	Duitsche en Engelse arbeiderswoningen en tuinsteden	maatschappelijk		Duitsland, Engeland	Europa	VerwilghemHubertus Philippus Alphonsus Josephus	Katholieke Vlaamsche Hoogeschooluitbreiding	studiekring	Studiekring	Brussel	1914-1918
EID2026	3.0	Het katholieke volk	1914-02-01 00:00:00	De Gevangene van het Vatikaan	maatschappelijk		Vaticaanstad	Europa	CornelisJ.	Katholieke Vlaamsche Hoogeschooluitbreiding	Patria	Patria	Brussel	1914-1918
EID2047	1.0	Het katholieke volk	1914-02-01 00:00:00	De Slaapziekte	maatschappelijk		Congo	Afrika	Leemans	Katholieke Vlaamsche Hoogeschooluitbreiding	werkmanskring	Werkmanskring 	Brussel	1914-1918
EID2265	5.0	Het Handelsblad	1914-03-04 00:00:00	Wagner en Parsifal	kunst		Duitsland	Europa	PansaersJ. K. 	Katholieke Vlaamsche Hoogeschooluitbreiding	Sint-Jan Berchmans-College	Sint-Jan-Berchmanscollege	Antwerpen	1914-1918
EID239	1.0	Het Nieuws van den Dag	1902-11-05 00:00:00	"""eene voordracht met lichtbeelden geven over een ""Raid van 5500 kilometers in België, Luxemburg, Duitschland, Tyrolen, Italië, Sicilië en Frankrijk."""""	travel	Tyrol	België, Luxemburg, Duitsland, Oostenrijk, Italië, Sicilië, Frankrijk	Europa	CarniauxMichel Joseph Eugène	Katholieke Vlaamsche Hoogeschooluitbreiding	"""het lokaal"""	Extension université belge (section de Schaerbeek)	Brussel	1902-1904
EID2846	4.0	Het Vlaamsche Nieuws - Vlaamsche Gazet	1915-11-15 00:00:00	Italië	travel		Italië	Europa	De MeyPieter	Katholieke Vlaamsche Hoogeschooluitbreiding	groote zaal der St. Luitgardis-school	Sint-Lutgardisschool	Antwerpen	1914-1918
EID3344	1.0	Het Handelsblad	1922-12-29 00:00:00	de toekomst van Merksem	maatschappelijk		België	Europa	MennesFerdinandus	Katholieke Vlaamsche Hoogeschooluitbreiding	feestzaal Victoria	Feestzaal Victoria	Antwerpen	1922-1924
EID3496	2.0	Het Handelsblad	1922-02-03 00:00:00	Heropbouw van West-Vlaanderen	maatschappelijk		België	Europa	MéchantC.	Katholieke Vlaamsche Hoogeschooluitbreiding	St-Aloysius Patroonschap	Sint-Aloysius Patronaat	Antwerpen	1922-1924
EID3513	2.0	Het Handelsblad	1922-02-04 00:00:00	De Vaart Antwerpen Rijn	maatschappelijk		België	Europa	MennesFerdinandus	Katholieke Vlaamsche Hoogeschooluitbreiding	groote zaal van St Nobertus gesticht	Sint-Nobertusgesticht	Antwerpen	1922-1924
EID3831	1.0	Het Handelsblad	1922-03-17 00:00:00	Van Bombay naar het Himalaya-gebergte	travel		India	Azië	DierckxFrançois Petrus	Katholieke Vlaamsche Hoogeschooluitbreiding	St-Nobertusgesticht	Sint-Nobertusgesticht	Antwerpen	1922-1924
EID3958	1.0	De Standaard	1922-04-10 00:00:00	"""voordracht met eene reeks persoonlijke en oorspronkelijke lichtbeelden over ""Indië, land en volk"""""	travel		India	Azië	Quirinus	Katholieke Vlaamsche Hoogeschooluitbreiding	Volkslust		Rest	1922-1924
EID4029	1.0	De Standaard	1922-05-08 00:00:00	"""over ""Rome"", met lichtbeelden"""	travel	Rome	Italië	Europa	WalgraveJ.-B.	Katholieke Vlaamsche Hoogeschooluitbreiding	Volkslust		Rest	1922-1924
EID4114	1.0	De Standaard	1922-07-12 00:00:00	"""Over Belgisch-Congo"""	travel		Congo	Afrika	SiebenArthur	Katholieke Vlaamsche Hoogeschooluitbreiding			Rest	1922-1924
EID4268	3.0	De Standaard	1922-10-15 00:00:00	"""De Hawaï eilanden en het werk van Pater Damiaan"""	geschiedenis		Hawaï	Amerika	Van den Bossche Ignatius 	Katholieke Vlaamsche Hoogeschooluitbreiding			Rest	1922-1924
EID4279	1.0	Het Handelsblad	1922-10-28 00:00:00	het leven der muskieten en den strijd tegen de malaria in de Tropen	maatschappelijk		Congo	Afrika	Van OyeEugenius Josephus Marie	Katholieke Vlaamsche Hoogeschooluitbreiding	groote zaal van de stedelijke normaalschool voor jongens	Stedelijke Normaalschool	Antwerpen	1922-1924
EID4293	1.0	De Standaard	1922-11-05 00:00:00	"""ervaringen met het Belgisch expeditiekorps door China opgedaan"""	travel		China	Azië	LensJ.	Katholieke Vlaamsche Hoogeschooluitbreiding			Rest	1922-1924
EID4294	1.0	De Standaard	1922-10-15 00:00:00	"""Eene reis door Perzië"""	travel		Perzië	Azië	Maertens	Katholieke Vlaamsche Hoogeschooluitbreiding			Rest	1922-1924
EID4325	1.0	De Standaard	1922-10-15 00:00:00	"""Dwars door China, met het Belgisch expeditiekorps in 1918"""	travel		China	Azië	LensJ.	Katholieke Vlaamsche Hoogeschooluitbreiding			Rest	1922-1924
EID4347	1.0	Het Handelsblad	1922-11-11 00:00:00	Antwerpen grootstad	travel	Antwerpen	België	Europa	MennesFerdinandus	Katholieke Vlaamsche Hoogeschooluitbreiding	groote zaal van de stedelijke normaalschool voor jongens	Stedelijke Normaalschool	Antwerpen	1922-1924
EID4394	1.0	De Standaard	1922-11-19 00:00:00	"""Perzië"""	travel		Perzië	Azië	Maertens	Katholieke Vlaamsche Hoogeschooluitbreiding			Rest	1922-1924
EID4576	2.0	Het Laatste Nieuws	1922-12-08 00:00:00	Holland's grooten schilder Toorop	kunst		Nederland	Europa	Brom Gerard	Katholieke Vlaamsche Hoogeschooluitbreiding	Aula van de Hoogeschool		Rest	1922-1924
EID4680	1.0	De Standaard	1923-11-13 00:00:00	"""voordrachten"" ""opgeluisterd worden met lichtbeelden"" ""Een reisje door Zwitserland"""	travel		Zwitserland	Europa	Van der LindenGust	Katholieke Vlaamsche Hoogeschooluitbreiding	Kath. Volksbond		Rest	1922-1924
EID4701	1.0	Het Laatste Nieuws	1923-01-09 00:00:00	"""De bouwkunde in Oost-Vlaanderen van de VIIIe tot de XIXe eeuw"""	kunst		België	Europa	Van WerveckeA. 	Katholieke Vlaamsche Hoogeschooluitbreiding	Aula van het Hooger Handelsgesticht	Hoger Handelsgesticht	Antwerpen	1922-1924
EID4743	1.0	Het Laatste Nieuws	1923-01-09 00:00:00	"""De bouwkunde in Oost-Vlaanderen van de VIIIe tot de XIXe eeuw"""	kunst		België	Europa	Van WerveckeA. 	Katholieke Vlaamsche Hoogeschooluitbreiding	Aula van het Hooger Handelsgesticht	Hoger Handelsgesticht	Antwerpen	1922-1924
EID4760	1.0	De Standaard	1923-11-13 00:00:00	"""voordrachten"" ""opgeluisterd worden met lichtbeelden"" ""Onze Vlaamse volksjeugd"""	maatschappelijk		België	Europa	Callewaert	Katholieke Vlaamsche Hoogeschooluitbreiding	Kath. Volksbond		Rest	1922-1924
EID4799	2.0	Het Handelsblad	1923-01-23 00:00:00	Brazilië	travel		Brazilië	Amerika	EversJuul	Katholieke Vlaamsche Hoogeschooluitbreiding	St-Stanislasgesticht	Stanislasgesticht	Antwerpen	1922-1924
EID4806	1.0	De Standaard	1923-01-22 00:00:00	"""voordracht met lichtbeelden"" ""De(n) Rijn, waarbij hij ons zal laten genieten van het natuurschoon, hetwelk deze stroom ons biedt"""	travel			Europa	Van GorpJoannes	Katholieke Vlaamsche Hoogeschooluitbreiding	in het gewoon lokaal'		Rest	1922-1924
EID4814	1.0	De Standaard	1923-01-21 00:00:00	"""""Rijn, Scheldevaart en Kolenafvoerkanaal"" (met lichtbeelden)"""	travel			Europa	Van CaeneghemJ.	Katholieke Vlaamsche Hoogeschooluitbreiding			Rest	1922-1924
EID4816	1.0	Het Laatste Nieuws	1923-01-09 00:00:00	"""De bouwkunde in Oost-Vlaanderen van de VIIIe tot de XIXe eeuw"""	kunst		België	Europa	Van WerveckeA. 	Katholieke Vlaamsche Hoogeschooluitbreiding	Aula van het Hooger Handelsgesticht	Hoger Handelsgesticht	Antwerpen	1922-1924
EID4861	1.0	De Standaard	1923-01-22 00:00:00	"""""Het Belgisch beschavingswerk in Congo, het leven der zwarten, enz."", met lichtbeelden"""	maatschappelijk		Congo	Afrika	SiebenArthur	Katholieke Vlaamsche Hoogeschooluitbreiding	lokaal Aarschotse Eendracht		Rest	1922-1924
EID4871	1.0	Het Handelsblad	1923-01-28 00:00:00	Oxford, stad en universiteit	travel	Oxford	Engeland	Europa	GrietensLudovicus Julianus	Katholieke Vlaamsche Hoogeschooluitbreiding	feestzaal Victoria	Feestzaal Victoria	Antwerpen	1922-1924
EID4898	1.0	Het Laatste Nieuws	1923-01-09 00:00:00	"""De bouwkunde in Oost-Vlaanderen van de VIIIe tot de XIXe eeuw"""	kunst		België	Europa	Van WerveckeA. 	Katholieke Vlaamsche Hoogeschooluitbreiding	Aula van het Hooger Handelsgesticht	Hoger Handelsgesticht	Antwerpen	1922-1924
EID4911	2.0	De Standaard	1923-01-15 00:00:00	"""Een kijk op Amerika"" ""met lichtbeelden"""	travel		Verenigde Staten	Amerika	CarnoyA. 	Katholieke Vlaamsche Hoogeschooluitbreiding	het Gildehuis		Rest	1922-1924
EID4958	1.0	Het Laatste Nieuws	1923-01-09 00:00:00	"""De bouwkunde in Oost-Vlaanderen van de VIIIe tot de XIXe eeuw"""	kunst		België	Europa	Van WerveckeA. 	Katholieke Vlaamsche Hoogeschooluitbreiding	Aula van het Hooger Handelsgesticht	Hoger Handelsgesticht	Antwerpen	1922-1924
EID5020	1.0	Het Nieuws van den Dag	1923-02-15 00:00:00	"""belangwekkende voordracht met lichtbeelden"" """"Rome en de Katacomben"""""	travel	Rome	Italië	Europa	de CorswaremPaul	Katholieke Vlaamsche Hoogeschooluitbreiding	afdeeling Volksontwikkeling van ons Werkmanshuis		Rest	1922-1924
EID5054	3.0	De Standaard	1923-02-18 00:00:00	"""Brazilië"""	travel		Brazilië	Amerika	EversJuul	Katholieke Vlaamsche Hoogeschooluitbreiding			Rest	1922-1924
EID5170	1.0	De Standaard	1923-03-31 00:00:00	"""Ierland en zijn volk"""	travel		Ierland	Europa	Fleerackers	Katholieke Vlaamsche Hoogeschooluitbreiding			Rest	1922-1924
EID5230	3.0	Het Handelsblad	1923-03-04 00:00:00	De Limburgsche koolmijnen	maatschappelijk		België	Europa	Pira	Katholieke Vlaamsche Hoogeschooluitbreiding	Kath. Vl. Hoogeschooluitbreiding	Stanislasgesticht	Antwerpen	1922-1924
EID5376	2.0	Het Handelsblad	1923-03-24 00:00:00	Ierland	travel		Ierland	Europa	Fleerackers	Katholieke Vlaamsche Hoogeschooluitbreiding	K. V. Hoogeschooluitbreiding		Rest	1922-1924
EID5822	1.0	De Nieuwe Gazet	1923-10-19 00:00:00	Elzas-Lotharingen en het Maasland	travel	Elzas-Lotharingen, Limburg, Luik	Frankrijk, België, Nederland	Europa	HegenscheidtAlfred	Katholieke Vlaamsche Hoogeschooluitbreiding	feestzaal der Normaalschool	Stedelijke Normaalschool	Antwerpen	1922-1924
EID5849	2.0	De Standaard	1923-10-28 00:00:00	"""spreken over ""Oostersche Vrouwen"", met lichtbeelden"""	travel			Azië	BeaufaysIgnace/Ignatius	Katholieke Vlaamsche Hoogeschooluitbreiding			Rest	1922-1924
EID5885	2.0	Het Handelsblad	1923-10-28 00:00:00	Japan en de Aardbevingen	wetenschap		Japan	Azië	Hanssens	Katholieke Vlaamsche Hoogeschooluitbreiding	zaal der Congregatie		Rest	1922-1924
EID5887	1.0	De Nieuwe Gazet	1923-10-19 00:00:00	Elzas-Lotharingen en het Maasland	travel	Elzas-Lotharingen, Limburg, Luik	Frankrijk, België, Nederland	Europa	HegenscheidtAlfred	Katholieke Vlaamsche Hoogeschooluitbreiding	feestzaal der Normaalschool	Stedelijke Normaalschool	Antwerpen	1922-1924
EID5931	1.0	De Nieuwe Gazet	1923-10-19 00:00:00	Elzas-Lotharingen en het Maasland	travel	Elzas-Lotharingen, Limburg, Luik	Frankrijk, België, Nederland	Europa	HegenscheidtAlfred	Katholieke Vlaamsche Hoogeschooluitbreiding	feestzaal der Normaalschool	Stedelijke Normaalschool	Antwerpen	1922-1924
EID5984	1.0	De Nieuwe Gazet	1923-10-19 00:00:00	Elzas-Lotharingen en het Maasland	travel	Elzas-Lotharingen, Limburg, Luik	Frankrijk, België, Nederland	Europa	HegenscheidtAlfred	Katholieke Vlaamsche Hoogeschooluitbreiding	feestzaal der Normaalschool	Stedelijke Normaalschool	Antwerpen	1922-1924
EID6079	1.0	De Standaard	1923-11-18 00:00:00	"""reeks voordrachten"" ""lezing met lichtbeelden over Brazilië"""	travel		Brazilië	Amerika	EversJuul	Katholieke Vlaamsche Hoogeschooluitbreiding			Rest	1922-1924
EID6151	1.0	De Standaard	1923-10-14 00:00:00	"""Oostersche Vrouwen, met lichtbeelden"""	travel			Azië	BeaufaysIgnace/Ignatius	Katholieke Vlaamsche Hoogeschooluitbreiding	Gildezaal		Rest	1922-1924
EID6154	1.0	De Standaard	1923-11-13 00:00:00	"""voordrachten"" ""opgeluisterd worden met lichtbeelden"" ""Congo"""	travel		Congo	Afrika	SiebenArthur	Katholieke Vlaamsche Hoogeschooluitbreiding	Kath. Volksbond		Rest	1922-1924
EID6197	1.0	De Standaard	1923-11-13 00:00:00	"""voordrachten"" ""opgeluisterd worden met lichtbeelden"" ""De Kempen"""	travel	Kempen	België	Europa	PrimsFlorentinus Hubertus Ludovicus	Katholieke Vlaamsche Hoogeschooluitbreiding	Kath. Volksbond		Rest	1922-1924
EID6327	1.0	De Standaard	1923-11-13 00:00:00	"""voordrachten"" ""opgeluisterd worden met lichtbeelden"" ""Het sociaal leven in Engeland"""	maatschappelijk		Engeland	Europa	Van RooyA.	Katholieke Vlaamsche Hoogeschooluitbreiding	Kath. Volksbond		Rest	1922-1924
EID6331	1.0	De Standaard	1924-04-25 00:00:00	"""vergaderingen met muziekuitvoeringen en lichtbeelden"" ""2. Congo"""	travel		Congo	Afrika	SiebenArthur	Katholieke Vlaamsche Hoogeschooluitbreiding	Gildenhuis		Rest	1922-1924
EID6381	2.0	De Standaard	1924-01-13 00:00:00	"""voordrachten van Volksontwikkeling"" ""tweede reeks"" ""der wintervoordrachten van Volksontwikkeling"" """"Het noorden van Italië"" met lichtbeelden en uitvoering van oude volkszangen"""	travel		Italië	Europa	De Vis	Katholieke Vlaamsche Hoogeschooluitbreiding	Gildehuis		Rest	1922-1924
EID6409	1.0	De Standaard	1924-01-20 00:00:00	"""tweede voordracht van de Kath. Vl. Hoogeschooluitbreiding"" ""zijn onderwerp: ""Denemarken. Land en Volk"""" ""de lichtbeelden waren zooniet even talrijk dan toch even belangwekkend. Spreker bleef het langst stil bij het werk door den Limburgschen zendeling Brems- tot de bisschoppelijke waardigheid verheven - in Fenemarken verricht en bij de omstandigheden die ons de hoop doen koesteren dat meer en meer Denen tot het geloof hunner vaderen zullen terugkeeren en het mogelijk zullen maken Mgr Brems zijne zegepralende intrede te Roskilde te laten doen. Ook vroeg hij om gebeden ter verkrijging van die groote gunst"""	travel		Denemarken	Europa	EversJuul	Katholieke Vlaamsche Hoogeschooluitbreiding			Rest	1922-1924
EID6496	2.0	De Standaard	1923-10-29 00:00:00	"""""De Limburgsche koolmijnen"" (lichtbeelden)"""	maatschappelijk		België	Europa	Pira	Katholieke Vlaamsche Hoogeschooluitbreiding	stedelijke normaalschool	Stedelijke Normaalschool	Antwerpen	1922-1924
EID6522	1.0	De Standaard	1924-04-25 00:00:00	"""vergaderingen met muziekuitvoeringen en lichtbeelden"" ""3. ""Geschiedenis en betekeenis van 't geld"""""	geschiedenis		Japan	Europa	PrimsFlorentinus Hubertus Ludovicus	Katholieke Vlaamsche Hoogeschooluitbreiding	Gildenhuis		Rest	1922-1924
EID6541	3.0	De Standaard	1924-01-13 00:00:00	"""voordrachten van Volksontwikkeling"" ""tweede reeks"" ""der wintervoordrachten van Volksontwikkeling"" """"Indrukken uit Denemarken"" met lichtbeelden"""	travel		Denemarken	Europa	Van OlmenAug.	Katholieke Vlaamsche Hoogeschooluitbreiding	Gildehuis		Rest	1922-1924
EID655	3.0	Het Handelsblad	1903-04-03 00:00:00	de volksstammen van Nieuw-Guinea	travel		Nieuw-Guinea	Australië	PeetersSimon Hendrik	Katholieke Vlaamsche Hoogeschooluitbreiding	zaal Anthonis	zaal Anthonis	Antwerpen	1902-1904
EID6744	1.0	De Standaard	1924-04-25 00:00:00	"""vergaderingen met muziekuitvoeringen en lichtbeelden"" ""4. ""Denemarken"""""	travel		Denemarken	Europa	Van OlmenAug.	Katholieke Vlaamsche Hoogeschooluitbreiding	Gildenhuis		Rest	1922-1924
EID6767	1.0	Het Laatste Nieuws	1924-02-28 00:00:00	Ijsland	travel		Ijsland	Europa	MeulemanM.G. 	Katholieke Vlaamsche Hoogeschooluitbreiding	Aula der hoogeschool		Rest	1922-1924
EID6934	1.0	Het Handelsblad	1924-04-07 00:00:00	Palestina	travel		Palestina	Azië	Creten	Katholieke Vlaamsche Hoogeschooluitbreiding	St-Stanislasgesticht	Stanislasgesticht	Antwerpen	1922-1924
EID7300	3.0	Het Handelsblad	1924-10-25 00:00:00	De aardbevingen en voornamelijk de aardbeving in Japan	wetenschap		Japan	Azië	DierckxFrançois Petrus	Katholieke Vlaamsche Hoogeschooluitbreiding	Kath. Vl. Hoogeschooluitbreiding	Stedelijke Normaalschool	Antwerpen	1922-1924
EID7326	3.0	De Standaard	1924-10-12 00:00:00	"""De Haven van Antwerpen, met lichtbeelden"""	maatschappelijk		België	Europa	Libot 	Katholieke Vlaamsche Hoogeschooluitbreiding			Rest	1922-1924
EID7407	1.0	De Standaard	1924-11-16 00:00:00	"""over den ""Nood der katholieken in Klein Azië"". Lichtbeelden verduidelijkten de uiteenzetting van den gewijden spreker"""	maatschappelijk			Azië	Kerckhove Ladislas	Katholieke Vlaamsche Hoogeschooluitbreiding			Rest	1922-1924
EID7449	2.0	Het Laatste Nieuws	1924-11-15 00:00:00	Hollandsch Binnenhuis	kunst		Nederland	Europa	SluytermanK. 	Katholieke Vlaamsche Hoogeschooluitbreiding	Stedelijke normaalschool	Stedelijke Normaalschool	Antwerpen	1922-1924
EID7481	3.0	De Standaard	1924-10-12 00:00:00	"""Hedendaagsche toestanden in Hongarije, met lichtbeelden"""	maatschappelijk		Hongarije	Europa	PrimsFlorentinus Hubertus Ludovicus	Katholieke Vlaamsche Hoogeschooluitbreiding			Rest	1922-1924
EID7592	3.0	De Standaard	1924-12-07 00:00:00	"""Vandaag komt Z.E.H. Dr Devis van Brussel, docent aan onze Hoogeschool, ons spreken over Midden-Italië. De voordracht wordt opgeluisterd door platen en Italiaansche Zangen. Reeds verleden jaar sprak Z.E.H. Devis met groot succes over Noord-Italië"""	travel		Italië	Europa	De Vis	Katholieke Vlaamsche Hoogeschooluitbreiding			Rest	1922-1924
EID7612	1.0	De Standaard	1924-12-14 00:00:00	"""eerste vergadering"" ""Het bestuur dat slechts een paar dagen tijd had om propaganda te maken, mocht zich nochtans in een talrijke opkomst verheugen"" ""zijn voordracht over ""Ierland"", voordracht die opgeluisterd werd met heldere en prachtige lichtbeelden. Gedurende anderhalf uur hield hij aller aandacht gespannen. Deze voordracht belooft voor de toekomst"""	travel		Ierland	Europa	VermeulenJozef	Katholieke Vlaamsche Hoogeschooluitbreiding	Feestzaal van het patronaat		Rest	1922-1924
